                    name                     | num_files |        size_mib        | num_empty |    median_kib    |        avg_kib         | largest_mib | longst_path 
 t3datanfs-initial-borg-cache                |         8 | 0.04403591156005859375 |         1 |    0.03662109375 |     5.6365966796875000 |           0 |         109
 t3datanfs-initial-borg-target               |        11 | 0.05257034301757812500 |         0 |      0.517578125 |     4.8938210227272727 |           0 |          39
 t3datanfs-initial-jmbb-target               |         2 | 0.00426006317138671875 |         0 |    2.18115234375 |     2.1811523437500000 |           0 |          37
 t3datanfs-initial-kopia-cache               |        32 | 0.07064437866210937500 |         1 |     2.1337890625 |     2.2606201171875000 |           0 |         118
 t3datanfs-initial-kopia-target              |        15 | 0.04471015930175781250 |         0 |                4 |     3.0522135416666667 |           0 |          66
 t3datanfs-x2a00-borg-cache                  |         8 |    49.6386547088623047 |         0 |     0.1298828125 |  6353.7478027343750000 |          30 |         109
 t3datanfs-x2a00-borg-target                 |        64 |     18022.674643516541 |         0 | 512027.332519531 |    288362.794296264648 |         503 |          40
 t3datanfs-x2a00-jmbb-target                 |       885 |     18283.641184806824 |         0 |    21074.5703125 |     21155.309122307556 |         372 |          73
 t3datanfs-x2a00-kopia-cache                 |        53 |   197.2279338836669922 |         1 |                4 |  3810.5925339033018867 |          77 |         118
 t3datanfs-x2a00-kopia-target                |      2631 |     24957.437870025635 |         0 |                4 |  9713.5752105306917520 |          27 |          66
 t3datanfs-x2a4c-borg-cache                  |         8 |    50.1446218490600586 |         0 |     0.1298828125 |  6418.5115966796875000 |          31 |         109
 t3datanfs-x2a4c-borg-target                 |        69 |     18441.787763595581 |         0 | 429385.375976562 |    273686.821303215576 |         503 |          40
 t3datanfs-x2a4c-jmbb-target                 |       911 |     18741.002846717834 |         0 |    20999.2265625 |     21065.627788187774 |         372 |          73
 t3datanfs-x2a4c-kopia-cache                 |        70 |   236.3751487731933594 |         1 |                4 |  3457.8307477678571426 |          77 |         118
 t3datanfs-x2a4c-kopia-target                |      2704 |     25579.787437438965 |         0 |                4 |  9687.0200946514423076 |          27 |          66
 t3datanfs-x2aaf-borg-cache                  |         8 |    50.4044752120971680 |         0 |     0.1298828125 |  6451.7728271484375000 |          31 |         109
 t3datanfs-x2aaf-borg-target                 |        75 |     19099.408445358276 |         0 | 216025.961914062 |    260770.589973958330 |         503 |          40
 t3datanfs-x2aaf-jmbb-target                 |       948 |     19451.423231124878 |         0 |      21067.65625 |     21010.820030244594 |         372 |          73
